timestamps,CP5,F5,C3,CP3,CP6,F6,C4,CP4,stim
1619622015458.0,-37203.515625,27438.330078125,9244.7705078125,-38346.00390625,-24789.515625,8961.6640625,28881.29296875,-42800.8203125,0.0
1619622015466.0,-37204.0546875,27474.80859375,9382.7705078125,-38354.98828125,-24770.873046875,8959.517578125,28983.349609375,-42808.93359375,0.0
1619622015470.0,-37210.89453125,27488.890625,9404.09375,-38357.40234375,-24775.701171875,8953.0810546875,29024.455078125,-42817.58203125,0.0
1619622015474.0,-37210.0234375,27466.359375,9249.5322265625,-38347.8828125,-24788.912109375,8962.46875,28913.14453125,-42806.85546875,0.0
1619622015478.0,-37206.66796875,27458.6484375,9207.890625,-38347.01171875,-24788.44140625,8965.6865234375,28865.333984375,-42803.09765625,0.0
1619622015482.0,-37201.50390625,27490.767578125,9338.111328125,-38352.7109375,-24769.80078125,8965.552734375,28963.30078125,-42807.390625,0.0
1619622015486.0,-37205.1953125,27511.689453125,9401.9482421875,-38351.50390625,-24764.16796875,8970.1123046875,29036.861328125,-42806.5859375,0.0
1619622015490.0,-37214.78125,27485.134765625,9269.9833984375,-38342.91796875,-24786.900390625,8970.8505859375,28937.55078125,-42798.671875,0.0
1619622015494.0,-37215.85546875,27461.93359375,9212.583984375,-38343.25390625,-24795.818359375,8966.8935546875,28860.70703125,-42800.34765625,0.0
1619622015498.0,-37214.91796875,27486.54296875,9322.287109375,-38352.64453125,-24783.345703125,8963.33984375,28938.423828125,-42810.87890625,0.0
1619622015498.0,-37219.2734375,27512.025390625,9413.2802734375,-38357.0,-24775.166015625,8960.12109375,29027.5390625,-42814.09765625,0.0
1619622015506.0,-37216.05859375,27497.7421875,9299.353515625,-38346.0703125,-24786.498046875,8963.2060546875,28958.47265625,-42804.84375,0.0
1619622015510.0,-37215.921875,27467.90234375,9207.9580078125,-38343.79296875,-24798.166015625,8966.0888671875,28863.9921875,-42804.3046875,0.0
1619622015514.0,-37217.80078125,27488.421875,9305.9921875,-38352.64453125,-24789.716796875,8965.8876953125,28914.484375,-42813.76171875,0.0
1619622015518.0,-37218.40234375,27549.375,9447.1435546875,-38353.11328125,-24773.01953125,8975.3427734375,29026.533203125,-42815.4375,0.0
1619622015522.0,-37213.30859375,27527.111328125,9363.2578125,-38343.12109375,-24790.923828125,8977.890625,28975.908203125,-42806.453125,0.0
1619622015526.0,-37209.41796875,27482.185546875,9227.3369140625,-38340.7734375,-24806.345703125,8966.2236328125,28858.494140625,-42804.640625,0.0
1619622015530.0,-37196.4765625,27492.376953125,9292.3134765625,-38342.18359375,-24782.00390625,8971.587890625,28895.708984375,-42802.6953125,0.0
1619622015534.0,-37192.921875,27529.392578125,9427.697265625,-38345.66796875,-24766.716796875,8972.1240234375,29018.419921875,-42806.3828125,0.0
1619622015538.0,-37196.07421875,27528.654296875,9368.6884765625,-38345.0,-24786.4296875,8965.6865234375,28990.525390625,-42808.46484375,0.0
1619622015542.0,-37184.609375,27499.75390625,9236.4560546875,-38334.26953125,-24805.67578125,8971.7216796875,28872.708984375,-42801.15234375,0.0
1619622015546.0,-37197.34765625,27505.1171875,9274.4091796875,-38348.75390625,-24805.943359375,8965.8212890625,28872.642578125,-42812.890625,0.0
1619622015550.0,-37214.8515625,27527.849609375,9413.0791015625,-38363.23828125,-24789.314453125,8957.439453125,28986.30078125,-42827.23828125,0.0
1619622015554.0,-37222.96484375,27533.6171875,9395.6455078125,-38361.89453125,-24787.90625,8958.9140625,28995.95703125,-42823.6171875,0.0
1619622015558.0,-37216.99609375,27500.55859375,9253.287109375,-38355.19140625,-24800.177734375,8960.859375,28875.927734375,-42813.15625,0.0
1619622015562.0,-37211.49609375,27495.595703125,9272.1298828125,-38355.52734375,-24789.716796875,8960.658203125,28858.494140625,-42813.4921875,0.0
1619622015566.0,-37214.44921875,27529.927734375,9415.8955078125,-38366.1875,-24771.947265625,8960.3896484375,28970.9453125,-42825.29296875,0.0
1619622015570.0,-37227.9921875,27528.921875,9417.169921875,-38375.0390625,-24785.693359375,8953.416015625,28994.951171875,-42836.15625,0.0
1619622015574.0,-37232.8203125,27503.978515625,9274.4765625,-38362.96875,-24806.2109375,8953.416015625,28880.0859375,-42827.57421875,0.0
1619622015578.0,-37237.1796875,27492.578125,9261.8701171875,-38364.37890625,-24804.19921875,8956.5673828125,28843.7421875,-42827.91015625,0.0
1619622015582.0,-37236.7109375,27530.93359375,9403.625,-38372.4921875,-24786.36328125,8958.109375,28945.59765625,-42834.61328125,0.0
1619622015586.0,-37233.0234375,27550.58203125,9461.560546875,-38373.4296875,-24780.865234375,8960.5234375,29008.763671875,-42832.46875,0.0
1619622015590.0,-37232.484375,27521.94921875,9325.3037109375,-38360.21875,-24797.091796875,8967.4970703125,28909.791015625,-42817.71484375,0.0
1619622015594.0,-37230.20703125,27511.220703125,9277.0244140625,-38356.66796875,-24797.16015625,8970.984375,28847.966796875,-42814.1640625,0.0
1619622015598.0,-37229.6015625,27534.353515625,9396.7177734375,-38363.9765625,-24782.40625,8969.0400390625,28932.791015625,-42822.0078125,0.0
1619622015602.0,-37231.4140625,27558.560546875,9477.7880859375,-38369.20703125,-24780.193359375,8968.7041015625,29022.107421875,-42827.44140625,0.0
1619622015606.0,-37230.875,27529.794921875,9344.548828125,-38366.25390625,-24809.4296875,8969.9111328125,28929.572265625,-42824.69140625,0.0
1619622015610.0,-37224.9765625,27504.1796875,9254.158203125,-38359.08203125,-24815.197265625,8972.0576171875,28845.685546875,-42819.9296875,0.0
1619622015614.0,-37229.6015625,27517.052734375,9338.3125,-38375.84375,-24799.23828125,8962.9375,28909.92578125,-42832.8046875,0.0
1619622015618.0,-37229.87109375,27546.490234375,9437.95703125,-38380.875,-24782.67578125,8955.1591796875,29013.66015625,-42836.08984375,0.0
1619622015622.0,-37216.45703125,27540.724609375,9338.044921875,-38367.52734375,-24795.21484375,8961.26171875,28947.20703125,-42823.28125,0.0
1619622015626.0,-37219.9453125,27537.7734375,9230.2197265625,-38367.86328125,-24815.3984375,8961.529296875,28840.9921875,-42825.4296875,0.0
1619622015630.0,-37224.50390625,27543.673828125,9309.5458984375,-38381.8125,-24813.05078125,8952.208984375,28882.90234375,-42839.0390625,0.0
1619622015634.0,-37231.6796875,27565.869140625,9433.1962890625,-38391.9375,-24804.802734375,8942.6875,28988.24609375,-42851.4453125,0.0
1619622015638.0,-37223.56640625,27549.44140625,9371.7060546875,-38376.984375,-24809.564453125,8954.5556640625,28957.400390625,-42838.16796875,0.0
1619622015642.0,-37214.91796875,27507.732421875,9245.1064453125,-38369.0703125,-24819.958984375,8964.2119140625,28841.73046875,-42829.31640625,0.0
1619622015646.0,-37219.34375,27522.955078125,9305.0537109375,-38375.64453125,-24809.498046875,8968.771484375,28867.880859375,-42832.9375,0.0
1619622015650.0,-37223.5,27552.2578125,9450.630859375,-38384.29296875,-24790.72265625,8975.9462890625,28989.18359375,-42837.96875,0.0
1619622015654.0,-37236.10546875,27530.53125,9399.5341796875,-38387.2421875,-24809.162109375,8972.19140625,28970.87890625,-42840.515625,0.0
1619622015658.0,-37236.2421875,27496.19921875,9252.146484375,-38379.46484375,-24825.58984375,8974.203125,28851.05078125,-42832.26953125,0.0
1619622015662.0,-37224.171875,27502.771484375,9287.5517578125,-38376.78125,-24811.30859375,8977.287109375,28857.353515625,-42830.45703125,0.0
1619622015666.0,-37232.015625,27535.76171875,9427.49609375,-38393.01171875,-24800.177734375,8965.6865234375,28966.251953125,-42849.56640625,0.0
1619622015670.0,-37244.95703125,27534.755859375,9409.927734375,-38397.90625,-24805.00390625,8959.451171875,28977.71875,-42852.453125,0.0
1619622015674.0,-37227.1875,27509.677734375,9256.7734375,-38378.52734375,-24812.314453125,8967.2294921875,28864.796875,-42836.4921875,0.0
1619622015678.0,-37208.4140625,27509.611328125,9254.2255859375,-38372.89453125,-24799.3046875,8971.1181640625,28843.7421875,-42828.9140625,0.0
1619622015682.0,-37203.91796875,27532.9453125,9401.412109375,-38381.54296875,-24771.677734375,8974.4716796875,28961.021484375,-42830.9921875,0.0
1619622015686.0,-37209.88671875,27544.546875,9439.56640625,-38381.140625,-24769.130859375,8979.3662109375,29017.4140625,-42828.9140625,0.0
1619622015690.0,-37210.7578125,27512.494140625,9304.2490234375,-38368.87109375,-24787.90625,8984.931640625,28907.17578125,-42817.78515625,0.0
1619622015694.0,-37200.96875,27499.484375,9278.1640625,-38361.6953125,-24789.716796875,8990.2294921875,28857.0859375,-42812.5546875,0.0
1619622015698.0,-37196.54296875,27531.068359375,9419.3154296875,-38364.37890625,-24771.41015625,8991.16796875,28958.740234375,-42816.375,0.0
1619622015702.0,-37198.82421875,27550.71484375,9480.0009765625,-38365.046875,-24771.611328125,8985.9375,29030.490234375,-42821.26953125,0.0
1619622015706.0,-37201.50390625,27523.22265625,9336.9716796875,-38359.953125,-24792.935546875,8987.6806640625,28930.376953125,-42816.64453125,0.0
1619622015710.0,-37195.8046875,27502.099609375,9262.6748046875,-38360.69140625,-24794.8125,8989.15625,28846.759765625,-42815.90625,0.0
1619622015714.0,-37188.16015625,27526.642578125,9380.9599609375,-38363.4375,-24769.599609375,8990.2294921875,28929.505859375,-42817.6484375,0.0
1619622015718.0,-37189.97265625,27555.208984375,9483.6884765625,-38364.84765625,-24759.541015625,8994.7216796875,29025.86328125,-42817.8515625,0.0
1619622015722.0,-37202.2421875,27534.01953125,9369.6943359375,-38361.89453125,-24783.748046875,8989.8271484375,28945.798828125,-42814.6328125,0.0
1619622015726.0,-37195.13671875,27508.537109375,9270.7880859375,-38357.203125,-24790.453125,8988.3515625,28850.3125,-42808.6640625,0.0
1619622015730.0,-37196.34375,27512.494140625,9351.1875,-38370.34375,-24774.361328125,8980.23828125,28899.330078125,-42819.86328125,0.0
1619622015734.0,-37199.29296875,27546.087890625,9479.1962890625,-38368.06640625,-24754.51171875,8985.8037109375,29015.873046875,-42820.734375,0.0
1619622015738.0,-37208.546875,27530.732421875,9389.744140625,-38368.06640625,-24774.6953125,8979.701171875,28958.00390625,-42821.00390625,0.0
1619622015742.0,-37196.2734375,27509.8125,9277.494140625,-38353.6484375,-24781.400390625,8984.73046875,28851.251953125,-42808.1953125,0.0
1619622015746.0,-37188.96484375,27522.685546875,9343.4091796875,-38355.86328125,-24761.955078125,8985.9375,28885.583984375,-42810.20703125,0.0
1619622015750.0,-37197.078125,27540.9921875,9469.607421875,-38370.4140625,-24748.41015625,8979.1650390625,28999.779296875,-42824.5546875,0.0
1619622015754.0,-37198.7578125,27535.828125,9414.95703125,-38367.4609375,-24764.63671875,8981.9140625,28975.638671875,-42822.27734375,0.0
1619622015758.0,-37196.609375,27499.484375,9268.9111328125,-38365.98828125,-24787.771484375,8980.640625,28851.05078125,-42820.265625,0.0
1619622015766.0,-37202.64453125,27522.216796875,9437.2197265625,-38381.0078125,-24760.412109375,8971.6552734375,28975.505859375,-42833.7421875,0.0
1619622015770.0,-37198.35546875,27528.453125,9418.3095703125,-38372.08984375,-24764.705078125,8974.203125,28992.201171875,-42826.43359375,0.0
1619622015774.0,-37195.94140625,27496.064453125,9258.4501953125,-38362.69921875,-24787.033203125,8977.890625,28867.009765625,-42817.3828125,0.0
1619622015778.0,-37196.2734375,27489.560546875,9264.7529296875,-38367.59765625,-24784.083984375,8981.51171875,28848.234375,-42821.671875,0.0
1619622015782.0,-37195.13671875,27530.46484375,9414.353515625,-38376.6484375,-24764.302734375,8984.126953125,28967.390625,-42828.78125,0.0
1619622015786.0,-37205.6640625,27540.791015625,9429.3740234375,-38383.15234375,-24767.119140625,8983.92578125,29003.33203125,-42831.6640625,0.0
1619622015790.0,-37207.2734375,27491.841796875,9276.353515625,-38381.34375,-24791.9296875,8983.3896484375,28882.833984375,-42829.05078125,0.0
1619622015794.0,-37197.953125,27485.939453125,9251.6103515625,-38374.5703125,-24789.11328125,8984.9990234375,28839.31640625,-42823.88671875,0.0
1619622015798.0,-37197.28125,27513.09765625,9395.2431640625,-38374.97265625,-24761.41796875,8983.92578125,28943.18359375,-42828.24609375,0.0
1619622015802.0,-37194.46484375,27539.44921875,9454.0498046875,-38370.546875,-24750.7578125,8987.2783203125,29015.0,-42826.703125,0.0
1619622015806.0,-37189.1015625,27504.916015625,9307.0654296875,-38364.2421875,-24773.35546875,8988.6201171875,28904.42578125,-42819.7265625,0.0
1619622015810.0,-37179.04296875,27474.271484375,9244.5693359375,-38363.03515625,-24776.037109375,8993.58203125,28834.5546875,-42819.52734375,0.0
1619622015814.0,-37177.3671875,27492.9140625,9365.8056640625,-38368.53515625,-24754.310546875,8997.806640625,28929.169921875,-42826.63671875,0.0
1619622015818.0,-37185.546875,27506.927734375,9445.802734375,-38378.32421875,-24751.6953125,8987.546875,29011.849609375,-42838.03515625,0.0
1619622015822.0,-37195.46875,27468.640625,9307.6015625,-38380.0,-24779.92578125,8978.2265625,28915.22265625,-42841.1875,0.0
1619622015826.0,-37185.94921875,27454.9609375,9233.572265625,-38363.23828125,-24775.232421875,8995.8623046875,28845.3515625,-42825.6953125,0.0
1619622015830.0,-37170.05859375,27482.38671875,9346.560546875,-38355.4609375,-24747.404296875,9015.1064453125,28929.572265625,-42814.36328125,0.0
1619622015834.0,-37166.63671875,27514.3046875,9464.1083984375,-38355.66015625,-24730.70703125,9021.611328125,29039.07421875,-42812.015625,0.0
1619622015838.0,-37173.140625,27487.951171875,9358.294921875,-38357.3359375,-24752.232421875,9012.357421875,28969.470703125,-42813.6953125,0.0
1619622015842.0,-37164.9609375,27447.3828125,9248.2578125,-38356.66796875,-24767.185546875,9010.4794921875,28860.236328125,-42812.015625,0.0
1619622015846.0,-37152.7578125,27469.98046875,9339.9892578125,-38346.80859375,-24741.705078125,9018.458984375,28918.84375,-42807.45703125,0.0
1619622015850.0,-37154.69921875,27490.5,9462.0966796875,-38358.0078125,-24730.103515625,9007.2607421875,29025.796875,-42819.796875,0.0
1619622015854.0,-37162.4140625,27474.541015625,9391.6884765625,-38356.66796875,-24750.623046875,9003.3720703125,28985.8984375,-42819.39453125,0.0
1619622015858.0,-37162.61328125,27435.783203125,9262.205078125,-38354.65625,-24776.373046875,8997.203125,28865.19921875,-42817.3125,0.0
1619622015862.0,-37159.4609375,27447.986328125,9316.720703125,-38355.86328125,-24767.7890625,8998.9462890625,28885.046875,-42820.46484375,0.0
1619622015866.0,-37162.61328125,27502.703125,9463.0361328125,-38358.87890625,-24745.728515625,9003.439453125,29013.861328125,-42823.41796875,0.0
1619622015870.0,-37177.56640625,27478.294921875,9420.7236328125,-38359.75,-24757.931640625,9004.4453125,29010.708984375,-42820.265625,0.0
1619622015874.0,-37179.30859375,27437.525390625,9264.2841796875,-38355.7265625,-24777.78125,9007.328125,28878.4765625,-42813.625,0.0
1619622015878.0,-37170.32421875,27441.818359375,9289.6982421875,-38353.8515625,-24765.44140625,9017.1181640625,28877.26953125,-42811.34765625,0.0
1619622015882.0,-37168.8515625,27471.92578125,9435.0732421875,-38361.828125,-24744.185546875,9013.4306640625,28994.951171875,-42821.26953125,0.0
1619622015886.0,-37175.48828125,27472.4609375,9429.642578125,-38367.9296875,-24746.533203125,9008.0654296875,29015.26953125,-42826.09765625,0.0
1619622015890.0,-37184.0703125,27426.529296875,9267.9716796875,-38370.81640625,-24779.322265625,9000.689453125,28880.0859375,-42827.5078125,0.0
1619622015894.0,-37183.33203125,27413.990234375,9249.666015625,-38373.765625,-24776.775390625,8999.416015625,28845.552734375,-42827.91015625,0.0
1619622015898.0,-37167.30859375,27449.39453125,9390.2802734375,-38369.80859375,-24749.21484375,9009.7421875,28970.4765625,-42824.2890625,0.0
1619622015902.0,-37170.32421875,27458.6484375,9412.9453125,-38374.63671875,-24756.859375,9004.1767578125,29021.83984375,-42829.25,0.0
1619622015906.0,-37157.046875,27433.16796875,9275.482421875,-38358.74609375,-24770.873046875,9008.6025390625,28916.09375,-42813.29296875,0.0
1619622015910.0,-37149.875,27423.4453125,9251.677734375,-38351.16796875,-24762.55859375,9016.984375,28864.529296875,-42805.71484375,0.0
1619622015914.0,-37150.20703125,27454.625,9397.1875,-38358.07421875,-24744.654296875,9025.03125,28964.44140625,-42810.67578125,0.0
1619622015918.0,-37153.5625,27473.869140625,9468.19921875,-38363.1015625,-24744.587890625,9019.599609375,29038.40234375,-42817.8515625,0.0
1619622015922.0,-37158.25390625,27444.56640625,9333.015625,-38358.87890625,-24769.734375,9016.1123046875,28931.919921875,-42813.29296875,0.0
1619622015926.0,-37162.078125,27416.470703125,9263.5458984375,-38361.76171875,-24778.98828125,9013.0283203125,28846.357421875,-42814.8984375,0.0
1619622015930.0,-37167.44140625,27432.36328125,9368.8896484375,-38375.44140625,-24766.6484375,9004.9140625,28915.490234375,-42829.65234375,0.0
1619622015934.0,-37176.76171875,27463.07421875,9455.9951171875,-38382.81640625,-24754.646484375,9004.84765625,29011.37890625,-42836.359375,0.0
1619622015938.0,-37173.6796875,27445.572265625,9338.447265625,-38372.4921875,-24766.783203125,9009.6083984375,28937.751953125,-42825.16015625,0.0
1619622015942.0,-37161.40625,27424.048828125,9240.345703125,-38365.046875,-24769.935546875,9018.19140625,28851.921875,-42813.89453125,0.0
1619622015946.0,-37151.6171875,27441.482421875,9338.3125,-38363.4375,-24752.3671875,9022.416015625,28914.283203125,-42817.11328125,0.0
1619622015950.0,-37154.3671875,27465.421875,9452.10546875,-38371.41796875,-24744.119140625,9011.2177734375,29019.0234375,-42828.3125,0.0
1619622015954.0,-37154.43359375,27451.33984375,9358.7646484375,-38361.09375,-24755.048828125,9012.4912109375,28967.2578125,-42818.9921875,0.0
1619622015958.0,-37158.0546875,27413.1171875,9236.791015625,-38358.0078125,-24775.3671875,9010.94921875,28848.97265625,-42817.3828125,0.0
