timestamps,CP5,F5,C3,CP3,CP6,F6,C4,CP4,stim
1619623121425.0,-6922.7822265625,38035.3359375,9407.3798828125,-12979.2783203125,1976.0506591796875,41362.484375,33012.96875,-20657.302734375,0.0
1619623121429.0,-6920.90478515625,38040.3671875,9438.2255859375,-12982.9658203125,1975.2459716796875,41367.3125,33221.30859375,-20662.130859375,0.0
1619623121429.0,-6920.837890625,38032.65625,9405.904296875,-12982.4970703125,1978.3975830078125,41365.63671875,33114.625,-20658.30859375,0.0
1619623121437.0,-6929.48779296875,38015.2890625,9367.4150390625,-12988.0625,1966.6629638671875,41351.15234375,32901.5234375,-20664.61328125,0.0
1619623121441.0,-6933.84619140625,38017.5,9392.76171875,-12990.6103515625,1961.0302734375,41352.22265625,32984.26953125,-20670.37890625,0.0
1619623121441.0,-6937.3330078125,38026.95703125,9425.3505859375,-12991.2138671875,1966.0594482421875,41356.1796875,33211.1171875,-20668.232421875,0.0
1619623121449.0,-6931.96875,38021.92578125,9401.478515625,-12985.1787109375,1966.2606201171875,41356.58203125,33163.0390625,-20666.35546875,0.0
1619623121453.0,-6932.37109375,38007.91015625,9361.916015625,-12986.51953125,1961.2314453125,41349.2734375,32930.22265625,-20665.88671875,0.0
1619623121457.0,-6935.25439453125,38010.19140625,9385.921875,-12989.26953125,1964.5172119140625,41357.7890625,32968.375,-20661.125,0.0
1619623121457.0,-6936.26025390625,38021.390625,9421.796875,-12992.890625,1970.686279296875,41368.25,33190.26171875,-20660.9921875,0.0
1619623121465.0,-6937.46728515625,38019.17578125,9403.7587890625,-12995.37109375,1966.32763671875,41371.46875,33184.83203125,-20660.791015625,0.0
1619623121469.0,-6944.10595703125,37999.0625,9351.1875,-13001.80859375,1950.3685302734375,41354.03515625,32946.1796875,-20667.49609375,0.0
1619623121469.0,-6943.9716796875,37993.4296875,9357.9599609375,-13005.4296875,1958.5491943359375,41353.09765625,32935.3828125,-20664.412109375,0.0
1619623121477.0,-6940.9541015625,38006.16796875,9393.0302734375,-13005.02734375,1964.6512451171875,41360.5390625,33164.98046875,-20664.27734375,0.0
1619623121481.0,-6939.27783203125,38012.5390625,9388.26953125,-13001.3388671875,1965.4559326171875,41360.00390625,33201.2578125,-20662.802734375,0.0
1619623121485.0,-6936.998046875,38000.06640625,9344.884765625,-12996.2431640625,1957.878662109375,41351.3515625,32941.95703125,-20659.8515625,0.0
1619623121485.0,-6940.8203125,37991.28125,9347.0302734375,-13000.4677734375,1949.5638427734375,41341.62890625,32857.19921875,-20667.8984375,0.0
1619623121493.0,-6939.1435546875,38002.2109375,9398.39453125,-13000.2666015625,1957.2081298828125,41347.53125,33041.93359375,-20671.384765625,0.0
1619623121497.0,-6935.9921875,38011.265625,9404.228515625,-12999.796875,1959.890380859375,41354.50390625,33134.60546875,-20667.8984375,0.0
1619623121497.0,-6930.49365234375,38004.08984375,9361.447265625,-12989.2021484375,1959.7562255859375,41360.00390625,32926.265625,-20658.17578125,0.0
1619623121505.0,-6920.3681640625,38004.76171875,9360.642578125,-12981.3564453125,1968.6075439453125,41365.3671875,32832.5234375,-20647.982421875,0.0
1619623121509.0,-6920.90478515625,38013.87890625,9399.1318359375,-12984.642578125,1974.5084228515625,41365.703125,33021.55078125,-20650.060546875,0.0
1619623121513.0,-6925.3974609375,38019.6484375,9406.642578125,-12988.0625,1972.6978759765625,41367.84765625,33182.1484375,-20654.755859375,0.0
