timestamps,CP5,F5,C3,CP3,CP6,F6,C4,CP4,stim
1619623463134.0,-23781.474609375,21957.974609375,17935.330078125,-37702.8125,-18617.28125,25311.5390625,42755.95703125,-43305.0078125,0.0
1619623463142.0,-23783.88671875,21969.23828125,18051.671875,-37708.44140625,-18614.33203125,25321.798828125,43139.91796875,-43308.76171875,0.0
1619623463142.0,-23789.318359375,21972.390625,18123.6875,-37714.14453125,-18618.35546875,25322.26953125,43483.91015625,-43313.859375,0.0
1619623463146.0,-23786.904296875,21964.74609375,18017.94140625,-37711.66015625,-18620.09765625,25317.171875,43132.875,-43306.6171875,0.0
1619623463150.0,-23786.033203125,21951.46875,17930.76953125,-37710.3203125,-18619.091796875,25315.228515625,42729.00390625,-43301.98828125,0.0
1619623463154.0,-23796.962890625,21955.42578125,18023.84375,-37721.85546875,-18624.189453125,25316.3671875,43042.62109375,-43312.11328125,0.0
1619623463158.0,-23818.287109375,21945.703125,18094.921875,-37745.12109375,-18645.646484375,25303.6953125,43449.7109375,-43336.0546875,0.0
1619623463162.0,-23839.0078125,21913.515625,17982.873046875,-37767.1171875,-18671.931640625,25274.123046875,43170.16015625,-43357.84765625,0.0
1619623463170.0,-23847.791015625,21890.716796875,17863.111328125,-37774.828125,-18685.34375,25257.224609375,42700.1015625,-43366.36328125,0.0
1619623463170.0,-23859.861328125,21890.046875,17925.271484375,-37787.43359375,-18698.486328125,25247.166015625,42906.49609375,-43385.33984375,0.0
1619623463174.0,-23866.634765625,21897.69140625,18032.560546875,-37793.8046875,-18702.978515625,25244.08203125,43373.5390625,-43397.0078125,0.0
1619623463178.0,-23871.05859375,21890.248046875,17966.51171875,-37795.61328125,-18710.7578125,25234.76171875,43210.99609375,-43399.82421875,0.0
1619623463182.0,-23867.974609375,21872.814453125,17832.400390625,-37796.6875,-18717.73046875,25224.3671875,42690.78125,-43401.09765625,0.0
1619623463186.0,-23871.259765625,21871.80859375,17869.212890625,-37801.6484375,-18721.619140625,25223.765625,42763.3359375,-43410.015625,0.0
1619623463190.0,-23879.306640625,21880.32421875,17986.828125,-37811.70703125,-18727.251953125,25220.94921875,43265.9140625,-43422.62109375,0.0
1619623463198.0,-23882.458984375,21876.03125,17951.556640625,-37813.25,-18729.3984375,25218.400390625,43243.31640625,-43421.48046875,0.0
1619623463198.0,-23879.84375,21863.08984375,17816.306640625,-37808.890625,-18728.326171875,25209.68359375,42719.94921875,-43410.88671875,0.0
1619623463202.0,-23882.458984375,21862.017578125,17827.70703125,-37812.24609375,-18729.263671875,25205.2578125,42684.27734375,-43412.765625,0.0
1619623463206.0,-23886.28125,21878.84765625,17962.95703125,-37816.6015625,-18725.77734375,25213.83984375,43198.3203125,-43414.9765625,0.0
1619623463210.0,-23891.9140625,21872.478515625,17961.146484375,-37821.09765625,-18731.34375,25207.671875,43283.01171875,-43419.203125,0.0
1619623463214.0,-23885.677734375,21855.916015625,17830.724609375,-37812.04296875,-18730.068359375,25200.4296875,42776.8125,-43413.50390625,0.0
1619623463218.0,-23888.828125,21854.23828125,17818.654296875,-37816.0,-18735.3671875,25189.767578125,42629.29296875,-43420.140625,0.0
1619623463226.0,-23887.48828125,21866.443359375,17966.64453125,-37813.1171875,-18732.349609375,25200.294921875,43129.92578125,-43422.421875,0.0
1619623463226.0,-23889.833984375,21864.56640625,18003.861328125,-37815.73046875,-18739.322265625,25197.61328125,43330.62109375,-43426.98046875,0.0
1619623463230.0,-23890.03515625,21846.9296875,17878.333984375,-37812.9140625,-18745.759765625,25185.87890625,42839.77734375,-43423.76171875,0.0
1619623463234.0,-23887.287109375,21843.779296875,17842.056640625,-37807.75390625,-18740.328125,25188.828125,42582.0859375,-43417.7265625,0.0
1619623463238.0,-23889.701171875,21853.501953125,17972.6796875,-37814.390625,-18741.802734375,25192.583984375,43052.27734375,-43423.0234375,0.0
1619623463242.0,-23893.388671875,21858.26171875,18029.005859375,-37822.234375,-18749.044921875,25187.287109375,43360.6640625,-43429.52734375,0.0
1619623463246.0,-23889.431640625,21846.86328125,17904.484375,-37818.8828125,-18751.056640625,25185.744140625,42926.61328125,-43417.7265625,0.0
1619623463254.0,-23886.34765625,21838.279296875,17839.77734375,-37812.578125,-18750.521484375,25183.1953125,42562.70703125,-43412.02734375,0.0
1619623463254.0,-23885.140625,21847.802734375,17969.931640625,-37813.3828125,-18745.89453125,25194.662109375,42964.30078125,-43414.23828125,0.0
1619623463258.0,-23886.548828125,21856.921875,18062.130859375,-37814.9921875,-18746.564453125,25200.294921875,43375.21484375,-43417.7265625,0.0
1619623463266.0,-23888.626953125,21844.650390625,17947.6015625,-37812.98046875,-18754.0078125,25191.578125,43015.53125,-43414.84375,0.0
1619623463266.0,-23888.025390625,21836.669921875,17849.1640625,-37808.69140625,-18751.794921875,25188.0234375,42572.5625,-43408.94140625,0.0
1619623463270.0,-23891.2421875,21848.47265625,17950.150390625,-37811.57421875,-18749.716796875,25195.6015625,42884.5703125,-43411.01953125,0.0
1619623463278.0,-23891.2421875,21857.591796875,18061.39453125,-37814.32421875,-18752.935546875,25204.318359375,43367.8359375,-43413.234375,0.0
1619623463278.0,-23887.5546875,21847.064453125,17980.79296875,-37806.94921875,-18754.208984375,25200.8984375,43121.20703125,-43407.19921875,0.0
1619623463282.0,-23889.365234375,21825.337890625,17858.150390625,-37808.625,-18759.640625,25186.951171875,42599.18359375,-43407.8046875,0.0
1619623463290.0,-23892.919921875,21828.826171875,17934.66015625,-37816.8046875,-18762.658203125,25187.62109375,42802.8984375,-43415.04296875,0.0
1619623463290.0,-23890.37109375,21847.19921875,18075.341796875,-37813.25,-18755.1484375,25200.36328125,43348.0546875,-43414.0390625,0.0
1619623463294.0,-23891.51171875,21841.498046875,18016.130859375,-37810.56640625,-18753.26953125,25197.14453125,43218.23828125,-43408.60546875,0.0
1619623463302.0,-23894.86328125,21823.193359375,17872.6328125,-37809.6953125,-18758.8359375,25179.978515625,42657.58984375,-43407.9375,0.0
1619623463302.0,-23898.88671875,21821.650390625,17920.845703125,-37817.20703125,-18766.814453125,25171.328125,42736.04296875,-43418.46484375,0.0
1619623463306.0,-23901.63671875,21834.390625,18060.72265625,-37823.109375,-18765.205078125,25174.27734375,43276.171875,-43422.6875,0.0
1619623463314.0,-23903.984375,21831.439453125,18021.83203125,-37824.78515625,-18763.462890625,25172.265625,43255.921875,-43419.3359375,0.0
1619623463318.0,-23906.732421875,21811.32421875,17871.158203125,-37825.72265625,-18767.083984375,25168.712890625,42697.6875,-43414.640625,0.0
1619623463318.0,-23910.353515625,21810.451171875,17877.05859375,-37830.28125,-18770.369140625,25163.482421875,42652.22265625,-43420.20703125,0.0
1619623463322.0,-23920.14453125,21819.302734375,18002.05078125,-37843.76171875,-18773.587890625,25162.54296875,43191.4140625,-43433.28515625,0.0
1619623463330.0,-23917.595703125,21823.728515625,18005.068359375,-37836.921875,-18769.900390625,25172.53515625,43301.1171875,-43427.44921875,0.0
1619623463330.0,-23918.802734375,21805.625,17850.505859375,-37835.78125,-18775.8671875,25161.73828125,42761.0546875,-43426.84765625,0.0
1619623463332.0,-23921.08203125,21800.326171875,17825.158203125,-37839.8046875,-18779.421875,25153.490234375,42578.328125,-43431.875,0.0
1619623463340.0,-23926.380859375,21814.20703125,17970.6015625,-37849.9296875,-18781.56640625,25154.966796875,43102.1640625,-43443.74609375,0.0
1619623463340.0,-23924.5703125,21816.28515625,18004.732421875,-37849.73046875,-18779.287109375,25157.1796875,43328.0078125,-43442.203125,0.0
1619623463344.0,-23923.564453125,21798.248046875,17857.27734375,-37844.36328125,-18783.109375,25149.9375,42824.01953125,-43435.765625,0.0
1619623463352.0,-23926.380859375,21792.681640625,17804.908203125,-37845.37109375,-18785.791015625,25143.96875,42537.08984375,-43436.63671875,0.0
1619623463352.0,-23934.091796875,21805.22265625,17942.974609375,-37855.29296875,-18788.80859375,25147.9921875,42996.3515625,-43448.7734375,0.0
1619623463356.0,-23940.4609375,21814.54296875,18013.115234375,-37859.65234375,-18790.888671875,25167.7734375,43337.52734375,-43451.0546875,0.0
1619623463364.0,-23940.998046875,21806.83203125,17878.66796875,-37857.171875,-18798.666015625,25169.78515625,42900.12890625,-43449.04296875,0.0
1619623463364.0,-23939.455078125,21794.828125,17788.009765625,-37856.09765625,-18807.115234375,25148.328125,42488.8125,-43454.5390625,0.0
1619623463372.0,-23939.724609375,21797.7109375,17903.009765625,-37860.79296875,-18806.310546875,25139.41015625,42869.6171875,-43461.78125,0.0
1619623463376.0,-23938.8515625,21809.044921875,17997.154296875,-37858.98046875,-18805.037109375,25143.23046875,43301.3203125,-43465.13671875,0.0
1619623463376.0,-23938.181640625,21801.466796875,17886.71484375,-37856.5,-18807.3828125,25137.197265625,42953.16796875,-43462.65234375,0.0
1619623463380.0,-23938.650390625,21787.787109375,17777.416015625,-37854.2890625,-18804.8359375,25127.80859375,42477.546875,-43459.5703125,0.0
1619623463388.0,-23943.076171875,21796.83984375,17865.123046875,-37861.53125,-18807.115234375,25126.265625,42765.68359375,-43467.21484375,0.0
1619623463388.0,-23949.513671875,21811.189453125,17964.6328125,-37870.31640625,-18815.83203125,25121.4375,43257.0625,-43476.66796875,0.0
1619623463392.0,-23950.05078125,21803.61328125,17875.31640625,-37866.0234375,-18816.033203125,25109.703125,43026.2578125,-43471.50390625,0.0
1619623463400.0,-23949.1796875,21791.9453125,17743.88671875,-37860.45703125,-18816.63671875,25099.98046875,42497.328125,-43466.609375,0.0
1619623463404.0,-23951.861328125,21799.58984375,17805.041015625,-37864.2109375,-18820.125,25094.818359375,42655.98046875,-43474.12109375,0.0
1619623463404.0,-23957.896484375,21809.982421875,17933.18359375,-37876.75,-18831.322265625,25088.783203125,43186.85546875,-43492.29296875,0.0
1619623463412.0,-23956.48828125,21803.2109375,17874.2421875,-37879.43359375,-18835.8828125,25072.15234375,43077.890625,-43494.4375,0.0
1619623463416.0,-23952.263671875,21789.865234375,17729.3359375,-37874.26953125,-18835.009765625,25056.05859375,42524.88671875,-43490.21484375,0.0
1619623463416.0,-23954.275390625,21797.912109375,17767.826171875,-37872.19140625,-18837.4921875,25049.689453125,42560.9609375,-43496.31640625,0.0
1619623463420.0,-23955.884765625,21814.2734375,17911.591796875,-37878.62890625,-18840.173828125,25055.65625,43119.80078125,-43503.15625,0.0
1619623463428.0,-23956.755859375,21812.59765625,17886.58203125,-37880.91015625,-18849.091796875,25048.34765625,43146.69140625,-43509.125,0.0
1619623463432.0,-23954.87890625,21795.96875,17744.22265625,-37877.625,-18852.17578125,25035.80859375,42581.68359375,-43506.23828125,0.0
1619623463432.0,-23960.712890625,21792.81640625,17752.068359375,-37880.91015625,-18855.865234375,25030.578125,42473.92578125,-43510.8671875,0.0
1619623463440.0,-23963.796875,21808.240234375,17907.16796875,-37885.06640625,-18853.181640625,25035.673828125,43012.04296875,-43515.29296875,0.0
1619623463444.0,-23963.662109375,21811.32421875,17931.708984375,-37885.671875,-18851.37109375,25043.05078125,43177.46875,-43513.28125,0.0
1619623463444.0,-23958.90234375,21795.365234375,17791.02734375,-37877.48828125,-18852.04296875,25036.345703125,42651.6875,-43508.1171875,0.0
1619623463452.0,-23959.3046875,21790.87109375,17759.84765625,-37878.2265625,-18855.193359375,25029.169921875,42427.38671875,-43512.140625,0.0
1619623463456.0,-23963.931640625,21804.41796875,17900.05859375,-37886.00390625,-18853.71875,25036.076171875,42928.69140625,-43519.11328125,0.0
1619623463460.0,-23967.8203125,21808.5078125,17945.12109375,-37889.22265625,-18853.048828125,25041.10546875,43214.1484375,-43521.4609375,0.0
1619623463460.0,-23969.966796875,21794.626953125,17805.578125,-37884.46484375,-18859.083984375,25030.310546875,42751.265625,-43520.38671875,0.0
1619623463468.0,-23976.40234375,21781.283203125,17732.82421875,-37889.15625,-18865.921875,25020.587890625,42409.75390625,-43524.61328125,0.0
1619623463472.0,-23980.896484375,21790.87109375,17858.75390625,-37896.93359375,-18869.140625,25020.921875,42847.01953125,-43535.7421875,0.0
1619623463472.0,-23987.064453125,21797.912109375,17928.087890625,-37904.4453125,-18872.025390625,25025.21484375,43225.34375,-43541.109375,0.0
1619623463480.0,-23982.37109375,21788.123046875,17811.880859375,-37897.3359375,-18872.427734375,25022.599609375,42858.5546875,-43532.32421875,0.0
1619623463484.0,-23979.419921875,21774.30859375,17713.376953125,-37895.66015625,-18875.98046875,25009.5234375,42420.078125,-43532.66015625,0.0
1619623463484.0,-23986.4609375,21780.544921875,17809.333984375,-37905.453125,-18880.67578125,25006.3046875,42726.85546875,-43544.26171875,0.0
1619623463492.0,-23991.15625,21791.2734375,17910.720703125,-37910.078125,-18884.36328125,25012.00390625,43189.3359375,-43549.01953125,0.0
1619623463496.0,-23987.064453125,21783.228515625,17826.96875,-37902.234375,-18880.138671875,25011.46875,42934.19140625,-43538.08984375,0.0
1619623463500.0,-23981.90234375,21776.3203125,17712.37109375,-37895.7265625,-18877.5234375,25007.376953125,42444.01953125,-43531.921875,0.0
1619623463500.0,-23985.5234375,21780.814453125,17782.310546875,-37900.2890625,-18871.689453125,25014.88671875,42642.3671875,-43536.4140625,0.0
1619623463508.0,-23992.162109375,21793.083984375,17901.333984375,-37907.26171875,-18870.28125,25022.93359375,43155.47265625,-43541.2421875,0.0
1619623463512.0,-23983.712890625,21789.53125,17839.5078125,-37897.0703125,-18866.123046875,25027.62890625,43013.3828125,-43530.6484375,0.0
1619623463516.0,-23983.712890625,21775.046875,17701.77734375,-37894.9921875,-18867.3984375,25018.978515625,42482.70703125,-43524.0078125,0.0
1619623463520.0,-23984.44921875,21780.61328125,17746.703125,-37897.3359375,-18865.720703125,25018.5078125,42554.390625,-43525.88671875,0.0
1619623463524.0,-23991.826171875,21791.474609375,17872.1640625,-37907.0625,-18872.62890625,25018.173828125,43077.21875,-43539.765625,0.0
1619623463528.0,-23995.177734375,21788.123046875,17844.671875,-37907.796875,-18876.517578125,25017.703125,43065.62109375,-43542.046875,0.0
1619623463528.0,-23986.05859375,21777.9296875,17709.95703125,-37896.8671875,-18874.908203125,25007.9140625,42524.6171875,-43534.671875,0.0
1619623463536.0,-23983.98046875,21781.484375,17722.765625,-37894.85546875,-18873.365234375,25005.56640625,42472.11328125,-43536.75,0.0
1619623463540.0,-23985.857421875,21797.2421875,17861.369140625,-37900.7578125,-18874.572265625,25012.138671875,43011.171875,-43543.25390625,0.0
1619623463540.0,-23983.779296875,21798.583984375,17865.59375,-37900.421875,-18873.5,25012.205078125,43126.10546875,-43542.046875,0.0
1619623463548.0,-23980.6953125,21780.2109375,17726.1171875,-37895.19140625,-18872.6953125,25002.080078125,42584.02734375,-43533.734375,0.0
1619623463552.0,-23980.091796875,21773.236328125,17700.30078125,-37894.12109375,-18870.146484375,25001.744140625,42382.4609375,-43532.52734375,0.0
1619623463556.0,-23983.578125,21785.0390625,17840.447265625,-37899.68359375,-18868.404296875,25015.2890625,42898.18359375,-43538.0234375,0.0
1619623463560.0,-23989.27734375,21784.76953125,17874.2421875,-37907.46484375,-18876.31640625,25011.06640625,43135.828125,-43542.515625,0.0
1619623463564.0,-23991.357421875,21766.0625,17732.95703125,-37904.9140625,-18877.9921875,24999.80078125,42642.703125,-43538.15625,0.0
1619623463568.0,-23991.759765625,21763.044921875,17682.80078125,-37899.34765625,-18874.7734375,24998.392578125,42365.2265625,-43536.6171875,0.0
1619623463568.0,-23997.458984375,21774.509765625,17812.484375,-37906.12109375,-18876.65234375,25001.9453125,42830.66015625,-43545.9375,0.0
1619623463576.0,-24000.408203125,21781.08203125,17868.4765625,-37909.00390625,-18880.072265625,25007.17578125,43159.49609375,-43550.36328125,0.0
1619623463580.0,-23995.447265625,21771.89453125,17735.3046875,-37903.23828125,-18882.552734375,25000.203125,42729.5390625,-43543.12109375,0.0
1619623463584.0,-23993.5703125,21764.1171875,17651.955078125,-37901.02734375,-18886.0390625,24990.2109375,42349.40234375,-43541.64453125,0.0
1619623463588.0,-23997.458984375,21773.37109375,17765.009765625,-37908.6015625,-18886.642578125,24991.75390625,42737.51953125,-43550.8984375,0.0
1619623463592.0,-23994.306640625,21782.490234375,17852.650390625,-37909.33984375,-18879.736328125,25000.73828125,43166.203125,-43548.6171875,0.0
1619623463596.0,-23986.931640625,21771.224609375,17734.90234375,-37901.29296875,-18876.78515625,24997.85546875,42813.9609375,-43539.09765625,0.0
1619623463596.0,-23989.14453125,21756.13671875,17624.6640625,-37900.7578125,-18879.802734375,24988.19921875,42343.97265625,-43538.2265625,0.0
1619623463604.0,-23995.3125,21760.16015625,17723.234375,-37908.87109375,-18881.14453125,24989.607421875,42649.140625,-43548.8203125,0.0
1619623463608.0,-24003.224609375,21763.513671875,17829.71875,-37922.34765625,-18886.10546875,24992.087890625,43136.49609375,-43559.8828125,0.0
1619623463612.0,-24000.20703125,21755.533203125,17738.0546875,-37914.83984375,-18883.357421875,24990.8828125,42882.359375,-43551.50390625,0.0
1619623463616.0,-23998.1953125,21743.0625,17610.11328125,-37913.09765625,-18881.8828125,24984.712890625,42365.2265625,-43546.2734375,0.0
1619623463620.0,-24003.0234375,21750.572265625,17685.080078125,-37917.7890625,-18879.19921875,24989.33984375,42572.62890625,-43549.7578125,0.0
1619623463624.0,-24007.181640625,21766.8671875,17820.12890625,-37924.2265625,-18878.328125,24999.80078125,43133.2109375,-43554.38671875,0.0
1619623463628.0,-24002.353515625,21764.654296875,17764.541015625,-37919.265625,-18870.818359375,25010.529296875,43007.1484375,-43543.0546875,0.0
1619623463632.0,-23995.3125,21753.119140625,17624.060546875,-37910.48046875,-18868.806640625,25008.451171875,42425.7109375,-43533.80078125,0.0
1619623463636.0,-23999.3359375,21755.400390625,17656.24609375,-37917.1171875,-18873.298828125,25004.62890625,42481.43359375,-43540.7734375,0.0
1619623463640.0,-24001.548828125,21770.62109375,17796.32421875,-37923.69140625,-18872.29296875,25011.9375,43074.203125,-43547.74609375,0.0
1619623463644.0,-23997.7265625,21768.609375,17775.404296875,-37920.3359375,-18876.517578125,25008.65234375,43072.86328125,-43548.3515625,0.0
1619623463648.0,-23989.412109375,21753.791015625,17626.40625,-37910.4140625,-18876.65234375,24999.0625,42484.05078125,-43540.23828125,0.0
1619623463652.0,-23978.884765625,21767.0,17643.505859375,-37901.2265625,-18865.990234375,25006.3046875,42423.90234375,-43531.85546875,0.0
1619623463656.0,-23973.318359375,21792.81640625,17803.90234375,-37898.61328125,-18859.015625,25016.966796875,43018.078125,-43533.80078125,0.0
1619623463660.0,-23966.814453125,21802.80859375,17817.447265625,-37893.11328125,-18853.71875,25028.09765625,43150.3125,-43524.546875,0.0
1619623463664.0,-23962.65625,21787.51953125,17655.84375,-37883.390625,-18852.646484375,25021.59375,42591.203125,-43515.9609375,0.0
1619623463668.0,-23953.73828125,21790.201171875,17626.205078125,-37875.9453125,-18848.48828125,25023.134765625,42406.265625,-43512.20703125,0.0
1619623463672.0,-23953.3359375,21808.57421875,17770.375,-37882.921875,-18845.806640625,25031.583984375,42948.9453125,-43517.23828125,0.0
1619623463676.0,-23949.1796875,21816.5546875,17814.765625,-37878.8984375,-18840.375,25043.587890625,43220.78515625,-43511.94140625,0.0
1619623463680.0,-23946.83203125,21802.337890625,17658.19140625,-37873.19921875,-18842.453125,25037.8203125,42696.68359375,-43506.375,0.0
1619623463684.0,-23947.033203125,21795.296875,17585.50390625,-37872.19140625,-18844.80078125,25029.7734375,42362.0078125,-43508.3203125,0.0
1619623463688.0,-23951.7265625,21813.201171875,17724.91015625,-37873.0625,-18842.318359375,25036.814453125,42850.57421875,-43513.68359375,0.0
1619623463692.0,-23953.3359375,21823.326171875,17795.51953125,-37871.25390625,-18843.927734375,25042.984375,43213.54296875,-43514.28515625,0.0
1619623463696.0,-23950.921875,21807.904296875,17666.23828125,-37865.21875,-18840.77734375,25043.654296875,42789.6875,-43503.2890625,0.0
1619623463704.0,-23955.4140625,21811.927734375,17708.34765625,-37870.24609375,-18840.44140625,25047.0078125,42769.37109375,-43506.0390625,0.0
1619623463708.0,-23955.951171875,21825.80859375,17813.826171875,-37874.0703125,-18841.314453125,25055.12109375,43241.9765625,-43508.65234375,0.0
1619623463712.0,-23949.513671875,21812.93359375,17701.576171875,-37864.546875,-18839.771484375,25050.76171875,42903.14453125,-43501.2109375,0.0
