timestamps,CP5,F5,C3,CP3,CP6,F6,C4,CP4,stim
1619623525348.0,-25026.689453125,23809.369140625,16764.2109375,-39594.03515625,-20506.294921875,22426.5546875,45739.046875,-44744.078125,0.0
1619623525352.0,-25029.974609375,23837.8671875,16792.5078125,-39600.0703125,-20509.982421875,22426.890625,46081.96484375,-44747.69921875,0.0
1619623525356.0,-25024.611328125,23821.908203125,16728.134765625,-39595.37890625,-20505.2890625,22430.9140625,45866.65234375,-44738.1796875,0.0
1619623525360.0,-25024.341796875,23848.931640625,16680.2578125,-39593.76953125,-20504.685546875,22426.755859375,45535.53125,-44737.91015625,0.0
1619623525360.0,-25027.29296875,23825.126953125,16707.146484375,-39595.84765625,-20508.57421875,22428.701171875,45662.8046875,-44743.07421875,0.0
1619623525368.0,-25030.310546875,23833.173828125,16739.265625,-39601.6796875,-20515.28125,22420.38671875,46024.6328125,-44749.77734375,0.0
1619623525372.0,-25031.71875,23810.173828125,16686.224609375,-39603.9609375,-20518.029296875,22419.716796875,45925.7265625,-44748.3046875,0.0
1619623525372.0,-25033.796875,23803.1328125,16623.86328125,-39605.4375,-20524.064453125,22417.5703125,45540.2265625,-44748.4375,0.0
1619623525380.0,-25021.7265625,23803.802734375,16655.447265625,-39592.828125,-20515.4140625,22426.689453125,45590.8515625,-44740.32421875,0.0
1619623525384.0,-25027.158203125,23812.720703125,16704.0625,-39599.265625,-20518.365234375,22428.298828125,45988.22265625,-44746.2265625,0.0
1619623525388.0,-25031.115234375,23808.564453125,16676.501953125,-39601.81640625,-20523.52734375,22422.130859375,45994.79296875,-44749.578125,0.0
1619623525392.0,-25024.9453125,23803.53515625,16621.583984375,-39593.3671875,-20513.671875,22432.92578125,45597.55859375,-44735.36328125,0.0
1619623525396.0,-25023.134765625,23806.685546875,16631.5078125,-39595.04296875,-20514.140625,22435.541015625,45541.76953125,-44735.96484375,0.0
1619623525400.0,-25034.400390625,23820.365234375,16677.576171875,-39607.91796875,-20530.501953125,22417.90625,45929.34765625,-44754.47265625,0.0
1619623525400.0,-25041.173828125,23841.0859375,16652.83203125,-39615.08984375,-20538.548828125,22409.0546875,46026.9140625,-44758.09375,0.0
1619623525408.0,-25036.478515625,23820.90234375,16579.271484375,-39612.74609375,-20537.140625,22408.31640625,45658.578125,-44751.859375,0.0
1619623525412.0,-25036.6796875,23864.689453125,16568.744140625,-39614.5546875,-20539.28515625,22409.658203125,45518.23046875,-44751.7890625,0.0
1619623525416.0,-25030.578125,23836.861328125,16632.916015625,-39611.73828125,-20533.18359375,22420.72265625,45887.57421875,-44746.359375,0.0
1619623525420.0,-25021.056640625,23856.173828125,16640.6953125,-39603.2890625,-20525.80859375,22429.974609375,46108.38671875,-44734.82421875,0.0
1619623525424.0,-25026.689453125,23825.73046875,16559.087890625,-39602.6875,-20537.408203125,22418.375,45734.28515625,-44738.91796875,0.0
1619623525428.0,-25029.439453125,23821.037109375,16535.955078125,-39604.83203125,-20550.015625,22401.544921875,45491.87890625,-44748.1015625,0.0
1619623525428.0,-25032.322265625,23853.2890625,16595.029296875,-39614.48828125,-20550.8203125,22404.025390625,45788.59765625,-44750.046875,0.0
1619623525436.0,-25028.43359375,23855.234375,16627.283203125,-39613.953125,-20545.119140625,22422.80078125,46122.33203125,-44741.80078125,0.0
1619623525440.0,-25028.09765625,23820.232421875,16564.05078125,-39612.34375,-20555.849609375,22418.576171875,45829.5703125,-44744.1484375,0.0
1619623525444.0,-25028.1640625,23811.984375,16530.5234375,-39610.1953125,-20558.666015625,22419.58203125,45516.95703125,-44742.5390625,0.0
1619623525448.0,-25029.908203125,23827.0703125,16588.59375,-39613.48046875,-20558.263671875,22428.1640625,45750.51171875,-44743.20703125,0.0
1619623525452.0,-25025.75,23841.353515625,16639.822265625,-39612.07421875,-20554.171875,22434.53515625,46140.70703125,-44741.93359375,0.0
1619623525456.0,-25025.080078125,23841.287109375,16598.248046875,-39608.1171875,-20559.537109375,22420.453125,45932.90234375,-44746.42578125,0.0
1619623525460.0,-25022.0625,23841.689453125,16568.8125,-39606.0390625,-20556.51953125,22427.29296875,45570.8046875,-44740.66015625,0.0
1619623525464.0,-25020.51953125,23882.458984375,16608.5078125,-39608.453125,-20553.033203125,22435.205078125,45677.890625,-44739.72265625,0.0
1619623525468.0,-25019.513671875,23877.564453125,16662.95703125,-39607.78125,-20559.068359375,22427.427734375,46098.73046875,-44747.1640625,0.0
1619623525472.0,-25018.91015625,23866.701171875,16623.39453125,-39607.3125,-20565.236328125,22422.263671875,46015.984375,-44748.70703125,0.0
1619623525476.0,-25017.703125,23823.31640625,16580.2109375,-39602.28515625,-20559.40234375,22429.640625,45635.17578125,-44739.05078125,0.0
1619623525480.0,-25022.599609375,23822.578125,16603.27734375,-39608.5859375,-20567.181640625,22414.552734375,45640.875,-44748.4375,0.0
1619623525484.0,-25025.34765625,23819.896484375,16667.650390625,-39615.0234375,-20567.44921875,22419.849609375,46068.48828125,-44751.45703125,0.0
1619623525488.0,-25026.755859375,23816.07421875,16642.974609375,-39614.82421875,-20571.271484375,22430.712890625,46093.5,-44748.03515625,0.0
1619623525492.0,-25033.39453125,23817.75,16575.248046875,-39618.17578125,-20578.916015625,22425.68359375,45685.6015625,-44748.03515625,0.0
1619623525496.0,-25039.8984375,23827.138671875,16580.2109375,-39623.0703125,-20589.107421875,22412.876953125,45572.4140625,-44759.97265625,0.0
1619623525500.0,-25041.91015625,23871.931640625,16648.607421875,-39625.08203125,-20590.3828125,22413.279296875,45977.15625,-44765.9375,0.0
1619623525504.0,-25037.8203125,23862.87890625,16647.9375,-39616.90234375,-20586.560546875,22422.8671875,46142.1796875,-44759.3671875,0.0
1619623525508.0,-25033.796875,23821.640625,16587.654296875,-39612.0078125,-20584.01171875,22432.1875,45757.41796875,-44751.1875,0.0
1619623525512.0,-25037.283203125,23865.2265625,16585.10546875,-39618.64453125,-20597.490234375,22413.279296875,45553.5703125,-44763.0546875,0.0
1619623525516.0,-25037.015625,23863.6171875,16656.720703125,-39621.6640625,-20597.958984375,22419.314453125,45922.0390625,-44765.9375,0.0
1619623525520.0,-25047.0078125,23812.51953125,16666.64453125,-39630.984375,-20600.9765625,22422.263671875,46207.9609375,-44770.69921875,0.0
1619623525524.0,-25041.84375,23805.61328125,16596.169921875,-39624.74609375,-20595.27734375,22428.767578125,45882.4765625,-44763.52734375,0.0
1619623525528.0,-25042.380859375,23803.53515625,16564.38671875,-39627.4296875,-20601.044921875,22420.185546875,45572.14453125,-44767.81640625,0.0
1619623525532.0,-25036.14453125,23842.76171875,16630.771484375,-39627.09375,-20587.296875,22428.03125,45849.88671875,-44760.44140625,0.0
1619623525536.0,-25030.9140625,23845.578125,16673.216796875,-39623.40625,-20582.939453125,22438.826171875,46226.9375,-44755.078125,0.0
1619623525540.0,-25031.853515625,23835.185546875,16604.283203125,-39622.9375,-20595.076171875,22432.0546875,45948.125,-44758.69921875,0.0
1619623525544.0,-25036.880859375,23817.28125,16568.275390625,-39628.234375,-20599.568359375,22414.75390625,45581.66796875,-44764.80078125,0.0
1619623525548.0,-25044.99609375,23814.263671875,16616.890625,-39637.7578125,-20608.888671875,22409.58984375,45738.2421875,-44779.08203125,0.0
1619623525552.0,-25037.41796875,23823.583984375,16681.8671875,-39632.19140625,-20601.111328125,22426.353515625,46166.92578125,-44770.90234375,0.0
1619623525556.0,-25033.998046875,23815.60546875,16642.505859375,-39626.42578125,-20596.685546875,22434.333984375,46029.125,-44761.04296875,0.0
1619623525560.0,-25041.576171875,23814.93359375,16580.009765625,-39632.2578125,-20605.201171875,22418.77734375,45614.3203125,-44770.03125,0.0
1619623525564.0,-25040.703125,23833.5078125,16615.080078125,-39629.44140625,-20601.916015625,22426.48828125,45681.2421875,-44769.29296875,0.0
1619623525576.0,-25034.66796875,23821.908203125,16594.42578125,-39622.33203125,-20586.560546875,22441.978515625,45718.05859375,-44755.6796875,0.0
1619623525580.0,-25036.6796875,23834.6484375,16622.92578125,-39624.2109375,-20593.466796875,22428.767578125,45661.125,-44764.1953125,0.0
1619623525584.0,-25038.55859375,23814.8671875,16698.36328125,-39628.703125,-20600.44140625,22423.13671875,46121.26171875,-44774.859375,0.0
1619623525588.0,-25037.685546875,23815.404296875,16674.625,-39628.5703125,-20599.568359375,22425.818359375,46210.375,-44774.5234375,0.0
1619623525592.0,-25045.80078125,23805.94921875,16588.66015625,-39634.0,-20612.779296875,22410.126953125,45737.03515625,-44782.234375,0.0
